image_id,real_class,pred_class,iou,score,precision,recall,TP/FP
27,2,2,0.8567786,0.999708,1.0,0.003378378366964938,TP
77,2,2,0.89235425,0.99962664,1.0,0.006756756733929876,TP
38,2,2,0.9202599,0.99961686,1.0,0.010135135100894813,TP
50,2,2,0.0,0.9995433,0.75,0.010135135100894813,FP
47,2,2,0.93772763,0.99953794,0.8,0.013513513467859752,TP
30,2,2,0.86293334,0.999521,0.8333333333333334,0.01689189183482469,TP
74,2,2,0.80724883,0.99948514,0.8571428571428571,0.020270270201789627,TP
85,2,2,0.8444181,0.9994531,0.875,0.023648648568754566,TP
50,2,2,0.9411121,0.9994442,0.8888888888888888,0.027027026935719504,TP
83,2,2,0.85972226,0.9994398,0.9,0.030405405302684443,TP
45,2,2,0.89553255,0.99943274,0.9090909090909091,0.03378378366964938,TP
27,2,2,0.89217824,0.9994273,0.9166666666666666,0.037162162036614314,TP
5,2,2,0.77844906,0.9994204,0.9230769230769231,0.04054054040357925,TP
34,2,2,0.86051095,0.9994124,0.9285714285714286,0.04391891877054419,TP
71,2,2,0.9415921,0.9993789,0.9333333333333333,0.04729729713750913,TP
34,2,2,0.85579175,0.9993704,0.9375,0.05067567550447407,TP
41,2,2,0.93534815,0.99936765,0.9411764705882353,0.05405405387143901,TP
42,2,2,0.88702583,0.99936587,0.9444444444444444,0.05743243223840395,TP
68,2,2,0.8824263,0.99936515,0.9473684210526315,0.06081081060536889,TP
64,2,2,0.9244045,0.9993617,0.95,0.06418918897233382,TP
54,2,2,0.87812066,0.9993512,0.9523809523809523,0.06756756733929876,TP
4,2,2,0.9567401,0.99934846,0.9545454545454546,0.0709459457062637,TP
40,2,2,0.884779,0.9993431,0.9565217391304348,0.07432432407322863,TP
25,2,2,0.88788307,0.9993383,0.9583333333333334,0.07770270244019357,TP
34,2,2,0.94293636,0.99933356,0.96,0.0810810808071585,TP
83,2,2,0.867778,0.9993311,0.9615384615384616,0.08445945917412345,TP
72,2,2,0.9571542,0.9993181,0.9629629629629629,0.08783783754108838,TP
72,2,2,0.9134274,0.9993179,0.9642857142857143,0.09121621590805333,TP
16,2,2,0.8402772,0.999302,0.9655172413793104,0.09459459427501826,TP
25,2,2,0.9037037,0.9992861,0.9666666666666667,0.09797297264198321,TP
19,2,2,0.90189713,0.9992787,0.967741935483871,0.10135135100894814,TP
35,2,2,0.94391274,0.99926966,0.96875,0.10472972937591307,TP
26,2,2,0.9065592,0.99926203,0.9696969696969697,0.10810810774287802,TP
11,2,2,0.9224941,0.99925107,0.9705882352941176,0.11148648610984295,TP
81,2,2,0.92112637,0.9992446,0.9714285714285714,0.1148648644768079,TP
55,2,2,0.85358685,0.9992238,0.9722222222222222,0.11824324284377283,TP
36,2,2,0.8720409,0.99921834,0.972972972972973,0.12162162121073777,TP
25,2,2,0.87223065,0.9991936,0.9736842105263158,0.1249999995777027,TP
27,2,2,0.916173,0.99917346,0.9743589743589743,0.12837837794466764,TP
17,2,2,0.8545823,0.9991603,0.975,0.13175675631163258,TP
83,2,2,0.901071,0.99914503,0.975609756097561,0.13513513467859753,TP
13,2,2,0.8067928,0.9991327,0.9761904761904762,0.13851351304556245,TP
29,2,2,0.92545366,0.9991271,0.9767441860465116,0.1418918914125274,TP
17,2,2,0.8961944,0.9991159,0.9772727272727273,0.14527026977949234,TP
74,2,2,0.9239767,0.99911445,0.9777777777777777,0.14864864814645726,TP
77,2,2,0.79126203,0.9990953,0.9782608695652174,0.1520270265134222,TP
69,2,2,0.8067641,0.9990933,0.9787234042553191,0.15540540488038715,TP
20,2,2,0.9589592,0.99907136,0.9791666666666666,0.1587837832473521,TP
31,2,2,0.82146245,0.99906415,0.9795918367346939,0.162162161614317,TP
34,2,2,0.8876534,0.99906105,0.98,0.16554053998128196,TP
85,2,2,0.93633807,0.99905735,0.9803921568627451,0.1689189183482469,TP
27,2,2,0.7892346,0.99902785,0.9807692307692307,0.17229729671521185,TP
29,2,2,0.8633851,0.9990251,0.9811320754716981,0.17567567508217677,TP
13,2,2,0.967439,0.99902356,0.9814814814814815,0.17905405344914171,TP
59,2,2,0.9071118,0.99900705,0.9818181818181818,0.18243243181610666,TP
76,2,2,0.8938642,0.99898,0.9821428571428571,0.18581081018307158,TP
29,2,2,0.92001474,0.99897987,0.9824561403508771,0.18918918855003652,TP
13,2,2,0.8566021,0.9989281,0.9827586206896551,0.19256756691700147,TP
7,2,2,0.84546244,0.99892163,0.9830508474576272,0.19594594528396642,TP
20,2,2,0.92397475,0.9988979,0.9833333333333333,0.19932432365093133,TP
24,2,2,0.70888644,0.9988901,0.9836065573770492,0.20270270201789628,TP
75,2,2,0.9485344,0.99888664,0.9838709677419355,0.20608108038486123,TP
51,2,2,0.85201603,0.9988801,0.9841269841269841,0.20945945875182614,TP
84,2,2,0.7127241,0.99887985,0.984375,0.2128378371187911,TP
36,2,2,0.8185484,0.99887687,0.9846153846153847,0.21621621548575604,TP
8,2,2,0.8556274,0.998865,0.9848484848484849,0.21959459385272098,TP
58,2,2,0.9067723,0.9988612,0.9850746268656716,0.2229729722196859,TP
11,2,2,0.828409,0.99882513,0.9852941176470589,0.22635135058665085,TP
25,2,2,0.80875736,0.9988218,0.9855072463768116,0.2297297289536158,TP
70,2,2,0.8365232,0.99881786,0.9857142857142858,0.2331081073205807,TP
83,2,2,0.8423029,0.99881786,0.9859154929577465,0.23648648568754566,TP
36,2,2,0.86734,0.9988117,0.9861111111111112,0.2398648640545106,TP
79,2,2,0.93114126,0.9988078,0.9863013698630136,0.24324324242147555,TP
31,2,2,0.75116307,0.9988067,0.9864864864864865,0.24662162078844047,TP
24,2,2,0.8655186,0.99880433,0.9866666666666667,0.2499999991554054,TP
24,2,2,0.8226909,0.9987984,0.9868421052631579,0.25337837752237036,TP
85,2,2,0.7752711,0.99879396,0.987012987012987,0.2567567558893353,TP
2,2,2,0.890188,0.99878854,0.9871794871794872,0.26013513425630025,TP
22,2,2,0.85368586,0.9987785,0.9873417721518988,0.26351351262326517,TP
9,2,2,0.81918585,0.99876654,0.9875,0.2668918909902301,TP
20,2,2,0.7768705,0.9987626,0.9876543209876543,0.27027026935719506,TP
50,2,2,0.90833926,0.99875474,0.9878048780487805,0.27364864772416,TP
2,2,2,0.8182046,0.99875224,0.9879518072289156,0.2770270260911249,TP
55,2,2,0.919289,0.99871874,0.9880952380952381,0.28040540445808987,TP
27,2,2,0.94009304,0.99871576,0.9882352941176471,0.2837837828250548,TP
31,2,2,0.81668735,0.998713,0.9883720930232558,0.2871621611920197,TP
27,2,2,0.88048834,0.99869674,0.9885057471264368,0.2905405395589847,TP
57,2,2,0.83495253,0.99868387,0.9886363636363636,0.2939189179259496,TP
52,2,2,0.9182825,0.9986607,0.9887640449438202,0.2972972962929145,TP
63,2,2,0.91524434,0.9986437,0.9888888888888889,0.3006756746598795,TP
85,2,2,0.8417999,0.9986172,0.989010989010989,0.3040540530268444,TP
17,2,2,0.89793074,0.9985911,0.9891304347826086,0.3074324313938094,TP
3,2,2,0.8622875,0.9985549,0.989247311827957,0.3108108097607743,TP
27,2,2,0.86647415,0.99852306,0.9893617021276596,0.3141891881277392,TP
12,2,2,0.94989026,0.99850404,0.9894736842105263,0.3175675664947042,TP
83,2,2,0.84559274,0.9985025,0.9895833333333334,0.3209459448616691,TP
0,2,2,0.720442,0.99842143,0.9896907216494846,0.324324323228634,TP
27,2,2,0.8453398,0.9984213,0.9897959183673469,0.327702701595599,TP
12,2,2,0.7597248,0.9983852,0.98989898989899,0.3310810799625639,TP
53,2,2,0.7648447,0.99836797,0.99,0.33445945832952884,TP
24,2,2,0.81020963,0.9983582,0.9900990099009901,0.3378378366964938,TP
5,2,2,0.8763018,0.9983571,0.9901960784313726,0.3412162150634587,TP
1,2,2,0.78914446,0.99835455,0.9902912621359223,0.3445945934304237,TP
36,2,2,0.85381526,0.99832815,0.9903846153846154,0.3479729717973886,TP
79,2,2,0.7935155,0.9983065,0.9904761904761905,0.35135135016435354,TP
6,2,2,0.85130364,0.99830616,0.9905660377358491,0.3547297285313185,TP
29,2,2,0.91512364,0.99830556,0.9906542056074766,0.35810810689828343,TP
83,2,2,0.87470484,0.99828416,0.9907407407407407,0.36148648526524835,TP
45,2,2,0.92841715,0.99826485,0.9908256880733946,0.3648648636322133,TP
11,2,2,0.8443759,0.9982514,0.990909090909091,0.36824324199917824,TP
80,2,2,0.9374928,0.9982412,0.990990990990991,0.37162162036614316,TP
21,2,2,0.89915365,0.9982064,0.9910714285714286,0.37499999873310813,TP
11,2,2,0.8234956,0.9982028,0.9911504424778761,0.37837837710007305,TP
80,2,2,0.872973,0.9981981,0.9912280701754386,0.38175675546703797,TP
7,2,2,0.9139429,0.99819297,0.991304347826087,0.38513513383400294,TP
82,2,2,0.928905,0.99815637,0.9913793103448276,0.38851351220096786,TP
9,2,2,0.88088346,0.99814355,0.9914529914529915,0.39189189056793283,TP
33,2,2,0.90079445,0.9981116,0.9915254237288136,0.39527026893489775,TP
36,2,2,0.871431,0.99808097,0.9915966386554622,0.39864864730186267,TP
29,2,2,0.69731164,0.9980792,0.9916666666666667,0.40202702566882764,TP
29,2,2,0.85609776,0.9980732,0.9917355371900827,0.40540540403579256,TP
