image_id,real_class,pred_class,iou,score,precision,recall,TP/FP
27,2,2,0.8567786,0.999708,1.0,0.007299270019713358,TP
77,2,2,0.89235425,0.99962664,1.0,0.014598540039426715,TP
38,2,2,0.9202599,0.99961686,1.0,0.02189781005914007,TP
50,2,2,0.0,0.9995433,0.75,0.02189781005914007,FP
47,2,2,0.93772763,0.99953794,0.8,0.02919708007885343,TP
30,2,2,0.86293334,0.999521,0.8333333333333334,0.03649635009856679,TP
74,2,2,0.80724883,0.99948514,0.7142857142857143,0.03649635009856679,FP
85,2,2,0.8444181,0.9994531,0.625,0.03649635009856679,FP
50,2,2,0.9411121,0.9994442,0.6666666666666666,0.04379562011828014,TP
83,2,2,0.85972226,0.9994398,0.7,0.0510948901379935,TP
45,2,2,0.89553255,0.99943274,0.7272727272727273,0.05839416015770686,TP
27,2,2,0.89217824,0.9994273,0.75,0.06569343017742021,TP
5,2,2,0.77844906,0.9994204,0.6923076923076923,0.06569343017742021,FP
34,2,2,0.86051095,0.9994124,0.7142857142857143,0.07299270019713358,TP
71,2,2,0.9415921,0.9993789,0.7333333333333333,0.08029197021684693,TP
34,2,2,0.85579175,0.9993704,0.75,0.08759124023656029,TP
41,2,2,0.93534815,0.99936765,0.7647058823529411,0.09489051025627365,TP
42,2,2,0.88702583,0.99936587,0.7777777777777778,0.102189780275987,TP
68,2,2,0.8824263,0.99936515,0.7894736842105263,0.10948905029570037,TP
64,2,2,0.9244045,0.9993617,0.8,0.11678832031541372,TP
54,2,2,0.87812066,0.9993512,0.8095238095238095,0.12408759033512708,TP
4,2,2,0.9567401,0.99934846,0.8181818181818182,0.13138686035484043,TP
40,2,2,0.884779,0.9993431,0.8260869565217391,0.1386861303745538,TP
25,2,2,0.88788307,0.9993383,0.8333333333333334,0.14598540039426716,TP
34,2,2,0.94293636,0.99933356,0.84,0.1532846704139805,TP
83,2,2,0.867778,0.9993311,0.8461538461538461,0.16058394043369387,TP
72,2,2,0.9571542,0.9993181,0.8518518518518519,0.16788321045340723,TP
72,2,2,0.9134274,0.9993179,0.8571428571428571,0.17518248047312057,TP
16,2,2,0.8402772,0.999302,0.8275862068965517,0.17518248047312057,FP
25,2,2,0.9037037,0.9992861,0.8333333333333334,0.18248175049283394,TP
19,2,2,0.90189713,0.9992787,0.8387096774193549,0.1897810205125473,TP
35,2,2,0.94391274,0.99926966,0.84375,0.19708029053226064,TP
26,2,2,0.9065592,0.99926203,0.8484848484848485,0.204379560551974,TP
11,2,2,0.9224941,0.99925107,0.8529411764705882,0.21167883057168738,TP
81,2,2,0.92112637,0.9992446,0.8571428571428571,0.21897810059140074,TP
55,2,2,0.85358685,0.9992238,0.8611111111111112,0.22627737061111408,TP
36,2,2,0.8720409,0.99921834,0.8648648648648649,0.23357664063082745,TP
25,2,2,0.87223065,0.9991936,0.868421052631579,0.24087591065054081,TP
27,2,2,0.916173,0.99917346,0.8717948717948718,0.24817518067025415,TP
17,2,2,0.8545823,0.9991603,0.875,0.2554744506899675,TP
83,2,2,0.901071,0.99914503,0.8780487804878049,0.26277372070968086,TP
13,2,2,0.8067928,0.9991327,0.8571428571428571,0.26277372070968086,FP
29,2,2,0.92545366,0.9991271,0.8604651162790697,0.2700729907293942,TP
17,2,2,0.8961944,0.9991159,0.8636363636363636,0.2773722607491076,TP
74,2,2,0.9239767,0.99911445,0.8666666666666667,0.28467153076882096,TP
77,2,2,0.79126203,0.9990953,0.8478260869565217,0.28467153076882096,FP
69,2,2,0.8067641,0.9990933,0.8297872340425532,0.28467153076882096,FP
20,2,2,0.9589592,0.99907136,0.8333333333333334,0.2919708007885343,TP
31,2,2,0.82146245,0.99906415,0.8163265306122449,0.2919708007885343,FP
34,2,2,0.8876534,0.99906105,0.82,0.2992700708082477,TP
85,2,2,0.93633807,0.99905735,0.8235294117647058,0.306569340827961,TP
27,2,2,0.7892346,0.99902785,0.8076923076923077,0.306569340827961,FP
29,2,2,0.8633851,0.9990251,0.8113207547169812,0.31386861084767437,TP
13,2,2,0.967439,0.99902356,0.8148148148148148,0.32116788086738773,TP
59,2,2,0.9071118,0.99900705,0.8181818181818182,0.3284671508871011,TP
76,2,2,0.8938642,0.99898,0.8214285714285714,0.33576642090681447,TP
29,2,2,0.92001474,0.99897987,0.8245614035087719,0.34306569092652783,TP
13,2,2,0.8566021,0.9989281,0.8275862068965517,0.35036496094624114,TP
7,2,2,0.84546244,0.99892163,0.8135593220338984,0.35036496094624114,FP
20,2,2,0.92397475,0.9988979,0.8166666666666667,0.3576642309659545,TP
24,2,2,0.70888644,0.9988901,0.8032786885245902,0.3576642309659545,FP
75,2,2,0.9485344,0.99888664,0.8064516129032258,0.3649635009856679,TP
51,2,2,0.85201603,0.9988801,0.8095238095238095,0.37226277100538124,TP
84,2,2,0.7127241,0.99887985,0.796875,0.37226277100538124,FP
36,2,2,0.8185484,0.99887687,0.7846153846153846,0.37226277100538124,FP
8,2,2,0.8556274,0.998865,0.7878787878787878,0.3795620410250946,TP
58,2,2,0.9067723,0.9988612,0.7910447761194029,0.386861311044808,TP
11,2,2,0.828409,0.99882513,0.7794117647058824,0.386861311044808,FP
25,2,2,0.80875736,0.9988218,0.7681159420289855,0.386861311044808,FP
70,2,2,0.8365232,0.99881786,0.7571428571428571,0.386861311044808,FP
83,2,2,0.8423029,0.99881786,0.7464788732394366,0.386861311044808,FP
36,2,2,0.86734,0.9988117,0.75,0.3941605810645213,TP
