image_id,real_class,pred_class,iou,score,precision,recall,TP/FP
27,2,2,0.8567786,0.999708,1.0,0.003355704686725823,TP
77,2,2,0.89235425,0.99962664,1.0,0.006711409373451646,TP
38,2,2,0.9202599,0.99961686,1.0,0.01006711406017747,TP
50,2,2,0.0,0.9995433,0.75,0.01006711406017747,FP
47,2,2,0.93772763,0.99953794,0.8,0.013422818746903292,TP
30,2,2,0.86293334,0.999521,0.8333333333333334,0.016778523433629115,TP
74,2,2,0.80724883,0.99948514,0.8571428571428571,0.02013422812035494,TP
85,2,2,0.8444181,0.9994531,0.875,0.02348993280708076,TP
50,2,2,0.9411121,0.9994442,0.8888888888888888,0.026845637493806584,TP
83,2,2,0.85972226,0.9994398,0.9,0.030201342180532408,TP
45,2,2,0.89553255,0.99943274,0.9090909090909091,0.03355704686725823,TP
27,2,2,0.89217824,0.9994273,0.9166666666666666,0.036912751553984054,TP
5,2,2,0.77844906,0.9994204,0.9230769230769231,0.04026845624070988,TP
34,2,2,0.86051095,0.9994124,0.9285714285714286,0.0436241609274357,TP
71,2,2,0.9415921,0.9993789,0.9333333333333333,0.04697986561416152,TP
34,2,2,0.85579175,0.9993704,0.9375,0.050335570300887346,TP
41,2,2,0.93534815,0.99936765,0.9411764705882353,0.05369127498761317,TP
42,2,2,0.88702583,0.99936587,0.9444444444444444,0.05704697967433899,TP
68,2,2,0.8824263,0.99936515,0.9473684210526315,0.060402684361064815,TP
64,2,2,0.9244045,0.9993617,0.95,0.06375838904779065,TP
54,2,2,0.87812066,0.9993512,0.9523809523809523,0.06711409373451646,TP
4,2,2,0.9567401,0.99934846,0.9545454545454546,0.07046979842124229,TP
40,2,2,0.884779,0.9993431,0.9565217391304348,0.07382550310796811,TP
25,2,2,0.88788307,0.9993383,0.9583333333333334,0.07718120779469394,TP
34,2,2,0.94293636,0.99933356,0.96,0.08053691248141975,TP
83,2,2,0.867778,0.9993311,0.9615384615384616,0.08389261716814558,TP
72,2,2,0.9571542,0.9993181,0.9629629629629629,0.0872483218548714,TP
