image_id,real_class,pred_class,iou,score,precision,recall,TPorFP
5,2,2,0.8261588,0.9992229,1.0,0.0032362459442192688,True
4,2,2,0.96184075,0.9991285,1.0,0.0064724918884385375,True
77,2,2,0.90842605,0.9990938,1.0,0.009708737832657806,True
47,2,2,0.9145504,0.99909127,1.0,0.012944983776877075,True
11,2,2,0.9336529,0.99904186,1.0,0.016181229721096344,True
50,2,2,0.0,0.9990243,0.8333333333333334,0.016181229721096344,False
11,2,2,0.8171883,0.9990125,0.8571428571428571,0.01941747566531561,True
72,2,2,0.93944246,0.9989827,0.875,0.022653721609534883,True
9,2,2,0.878784,0.9989077,0.8888888888888888,0.02588996755375415,True
27,2,2,0.8615933,0.99890006,0.9,0.02912621349797342,True
36,2,2,0.910852,0.99887246,0.9090909090909091,0.03236245944219269,True
74,2,2,0.8323318,0.9988411,0.9166666666666666,0.03559870538641196,True
27,2,2,0.88812405,0.9988381,0.9230769230769231,0.03883495133063122,True
54,2,2,0.9039015,0.9988111,0.9285714285714286,0.042071197274850494,True
85,2,2,0.8929562,0.9988018,0.9333333333333333,0.045307443219069765,True
50,2,2,0.96777153,0.99875915,0.9375,0.04854368916328903,True
22,2,2,0.86966825,0.99875546,0.9411764705882353,0.0517799351075083,True
25,2,2,0.7914358,0.9987042,0.9444444444444444,0.05501618105172757,True
50,2,2,0.9407058,0.99870133,0.9473684210526315,0.05825242699594684,True
34,2,2,0.67528975,0.9986965,0.95,0.061488672940166106,True
45,2,2,0.9310019,0.99862087,0.9523809523809523,0.06472491888438538,True
67,2,2,0.8654763,0.9986105,0.9545454545454546,0.06796116482860465,True
64,2,2,0.9304243,0.9985964,0.9565217391304348,0.07119741077282392,True
38,2,2,0.91031927,0.99857736,0.9583333333333334,0.07443365671704319,True
71,2,2,0.89030474,0.99854916,0.96,0.07766990266126245,True
26,2,2,0.92050546,0.9985416,0.9615384615384616,0.08090614860548172,True
42,2,2,0.9006404,0.99850994,0.9629629629629629,0.08414239454970099,True
40,2,2,0.8426641,0.99850637,0.9642857142857143,0.08737864049392026,True
68,2,2,0.8987876,0.9984842,0.9655172413793104,0.09061488643813953,True
59,2,2,0.86230636,0.9984775,0.9666666666666667,0.0938511323823588,True
55,2,2,0.88423204,0.9984456,0.967741935483871,0.09708737832657806,True
83,2,2,0.90895236,0.9983851,0.96875,0.10032362427079733,True
83,2,2,0.8188565,0.99838173,0.9696969696969697,0.1035598702150166,True
83,2,2,0.81182104,0.9983767,0.9705882352941176,0.10679611615923587,True
74,2,2,0.9273107,0.99837047,0.9714285714285714,0.11003236210345514,True
77,2,2,0.86091566,0.99835265,0.9722222222222222,0.11326860804767441,True
11,2,2,0.86220145,0.99833965,0.972972972972973,0.11650485399189368,True
27,2,2,0.9004137,0.9983328,0.9736842105263158,0.11974109993611294,True
36,2,2,0.84132457,0.99829787,0.9743589743589743,0.12297734588033221,True
79,2,2,0.7965343,0.9982753,0.975,0.1262135918245515,True
79,2,2,0.86163586,0.9982753,0.975609756097561,0.12944983776877075,True
41,2,2,0.9279974,0.9982566,0.9761904761904762,0.13268608371299,True
34,2,2,0.8519206,0.9982521,0.9767441860465116,0.1359223296572093,True
0,2,2,0.8170894,0.99821246,0.9772727272727273,0.13915857560142855,True
5,2,2,0.86263794,0.9982039,0.9777777777777777,0.14239482154564784,True
7,2,2,0.9311913,0.99819535,0.9782608695652174,0.1456310674898671,True
20,2,2,0.8938685,0.9981828,0.9787234042553191,0.14886731343408638,True
20,2,2,0.9365071,0.99816716,0.9791666666666666,0.15210355937830564,True
34,2,2,0.8936533,0.9981135,0.9795918367346939,0.1553398053225249,True
13,2,2,0.95306545,0.9980742,0.98,0.15857605126674418,True
29,2,2,0.92643243,0.9980586,0.9803921568627451,0.16181229721096343,True
79,2,2,0.9156203,0.9980495,0.9807692307692307,0.16504854315518272,True
72,2,2,0.90135026,0.9980215,0.9811320754716981,0.16828478909940198,True
68,2,2,0.75155616,0.9980159,0.9814814814814815,0.17152103504362123,True
34,2,2,0.89274716,0.9980081,0.9818181818181818,0.17475728098784052,True
76,2,2,0.8899801,0.9980014,0.9821428571428571,0.17799352693205978,True
25,2,2,0.8665236,0.99799985,0.9824561403508771,0.18122977287627906,True
81,2,2,0.9477002,0.99799454,0.9827586206896551,0.18446601882049832,True
59,2,2,0.88928735,0.99799025,0.9830508474576272,0.1877022647647176,True
36,2,2,0.8809978,0.99798167,0.9833333333333333,0.19093851070893686,True
3,2,2,0.9160314,0.99795306,0.9836065573770492,0.19417475665315612,True
63,2,2,0.9203389,0.9979115,0.9838709677419355,0.1974110025973754,True
80,2,2,0.92879134,0.9979025,0.9841269841269841,0.20064724854159466,True
51,2,2,0.839041,0.9978759,0.984375,0.20388349448581394,True
13,2,2,0.8328602,0.99786747,0.9846153846153847,0.2071197404300332,True
21,2,2,0.8807942,0.99783844,0.9848484848484849,0.21035598637425248,True
29,2,2,0.9201671,0.9978331,0.9850746268656716,0.21359223231847174,True
30,2,2,0.84200716,0.9978161,0.9852941176470589,0.216828478262691,True
36,2,2,0.84069127,0.9978097,0.9855072463768116,0.22006472420691028,True
12,2,2,0.8061177,0.99780923,0.9857142857142858,0.22330097015112954,True
84,2,2,0.82578206,0.99778134,0.9859154929577465,0.22653721609534883,True
52,2,2,0.9491849,0.9977701,0.9861111111111112,0.22977346203956808,True
34,2,2,0.9164365,0.9977442,0.9863013698630136,0.23300970798378737,True
25,2,2,0.90749884,0.9977343,0.9864864864864865,0.23624595392800662,True
