image_id,real_class,pred_class,iou,score,precision,recall,TPorFP
5,2,2,0.8261588,0.9992229,0.0,0.0,False
4,2,2,0.96184075,0.9991285,0.5,0.007299270019713358,True
77,2,2,0.90842605,0.9990938,0.6666666666666666,0.014598540039426715,True
47,2,2,0.9145504,0.99909127,0.75,0.02189781005914007,True
11,2,2,0.9336529,0.99904186,0.8,0.02919708007885343,True
50,2,2,0.0,0.9990243,0.6666666666666666,0.02919708007885343,False
11,2,2,0.8171883,0.9990125,0.5714285714285714,0.02919708007885343,False
72,2,2,0.93944246,0.9989827,0.625,0.03649635009856679,True
9,2,2,0.878784,0.9989077,0.6666666666666666,0.04379562011828014,True
27,2,2,0.8615933,0.99890006,0.7,0.0510948901379935,True
36,2,2,0.910852,0.99887246,0.7272727272727273,0.05839416015770686,True
74,2,2,0.8323318,0.9988411,0.6666666666666666,0.05839416015770686,False
27,2,2,0.88812405,0.9988381,0.6923076923076923,0.06569343017742021,True
54,2,2,0.9039015,0.9988111,0.7142857142857143,0.07299270019713358,True
85,2,2,0.8929562,0.9988018,0.7333333333333333,0.08029197021684693,True
50,2,2,0.96777153,0.99875915,0.75,0.08759124023656029,True
22,2,2,0.86966825,0.99875546,0.7647058823529411,0.09489051025627365,True
25,2,2,0.7914358,0.9987042,0.7222222222222222,0.09489051025627365,False
50,2,2,0.9407058,0.99870133,0.7368421052631579,0.102189780275987,True
34,2,2,0.67528975,0.9986965,0.7,0.102189780275987,False
45,2,2,0.9310019,0.99862087,0.7142857142857143,0.10948905029570037,True
67,2,2,0.8654763,0.9986105,0.7272727272727273,0.11678832031541372,True
64,2,2,0.9304243,0.9985964,0.7391304347826086,0.12408759033512708,True
38,2,2,0.91031927,0.99857736,0.75,0.13138686035484043,True
71,2,2,0.89030474,0.99854916,0.76,0.1386861303745538,True
26,2,2,0.92050546,0.9985416,0.7692307692307693,0.14598540039426716,True
42,2,2,0.9006404,0.99850994,0.7777777777777778,0.1532846704139805,True
40,2,2,0.8426641,0.99850637,0.75,0.1532846704139805,False
68,2,2,0.8987876,0.9984842,0.7586206896551724,0.16058394043369387,True
59,2,2,0.86230636,0.9984775,0.7666666666666667,0.16788321045340723,True
55,2,2,0.88423204,0.9984456,0.7741935483870968,0.17518248047312057,True
83,2,2,0.90895236,0.9983851,0.78125,0.18248175049283394,True
83,2,2,0.8188565,0.99838173,0.7575757575757576,0.18248175049283394,False
83,2,2,0.81182104,0.9983767,0.7352941176470589,0.18248175049283394,False
74,2,2,0.9273107,0.99837047,0.7428571428571429,0.1897810205125473,True
77,2,2,0.86091566,0.99835265,0.75,0.19708029053226064,True
11,2,2,0.86220145,0.99833965,0.7567567567567568,0.204379560551974,True
27,2,2,0.9004137,0.9983328,0.7631578947368421,0.21167883057168738,True
36,2,2,0.84132457,0.99829787,0.7435897435897436,0.21167883057168738,False
79,2,2,0.7965343,0.9982753,0.725,0.21167883057168738,False
79,2,2,0.86163586,0.9982753,0.7317073170731707,0.21897810059140074,True
41,2,2,0.9279974,0.9982566,0.7380952380952381,0.22627737061111408,True
34,2,2,0.8519206,0.9982521,0.7441860465116279,0.23357664063082745,True
0,2,2,0.8170894,0.99821246,0.7272727272727273,0.23357664063082745,False
5,2,2,0.86263794,0.9982039,0.7333333333333333,0.24087591065054081,True
7,2,2,0.9311913,0.99819535,0.7391304347826086,0.24817518067025415,True
20,2,2,0.8938685,0.9981828,0.7446808510638298,0.2554744506899675,True
20,2,2,0.9365071,0.99816716,0.75,0.26277372070968086,True
34,2,2,0.8936533,0.9981135,0.7551020408163265,0.2700729907293942,True
13,2,2,0.95306545,0.9980742,0.76,0.2773722607491076,True
29,2,2,0.92643243,0.9980586,0.7647058823529411,0.28467153076882096,True
79,2,2,0.9156203,0.9980495,0.7692307692307693,0.2919708007885343,True
