image_id,real_class,pred_class,iou,score,precision,recall,TPorFP
5,2,2,0.8261588,0.9992229,1.0,0.004999999975,True
4,2,2,0.96184075,0.9991285,1.0,0.00999999995,True
77,2,2,0.90842605,0.9990938,1.0,0.014999999925,True
47,2,2,0.9145504,0.99909127,1.0,0.0199999999,True
11,2,2,0.9336529,0.99904186,1.0,0.024999999875,True
50,2,2,0.0,0.9990243,0.8333333333333334,0.024999999875,False
11,2,2,0.8171883,0.9990125,0.8571428571428571,0.02999999985,True
72,2,2,0.93944246,0.9989827,0.875,0.034999999825,True
9,2,2,0.878784,0.9989077,0.8888888888888888,0.0399999998,True
27,2,2,0.8615933,0.99890006,0.9,0.044999999775,True
36,2,2,0.910852,0.99887246,0.9090909090909091,0.04999999975,True
74,2,2,0.8323318,0.9988411,0.9166666666666666,0.054999999725000005,True
27,2,2,0.88812405,0.9988381,0.9230769230769231,0.0599999997,True
54,2,2,0.9039015,0.9988111,0.9285714285714286,0.064999999675,True
85,2,2,0.8929562,0.9988018,0.9333333333333333,0.06999999965,True
50,2,2,0.96777153,0.99875915,0.9375,0.07499999962500001,True
22,2,2,0.86966825,0.99875546,0.9411764705882353,0.0799999996,True
25,2,2,0.7914358,0.9987042,0.8888888888888888,0.0799999996,False
50,2,2,0.9407058,0.99870133,0.8947368421052632,0.084999999575,True
34,2,2,0.67528975,0.9986965,0.85,0.084999999575,False
45,2,2,0.9310019,0.99862087,0.8571428571428571,0.08999999955,True
67,2,2,0.8654763,0.9986105,0.8636363636363636,0.094999999525,True
64,2,2,0.9304243,0.9985964,0.8695652173913043,0.0999999995,True
38,2,2,0.91031927,0.99857736,0.875,0.10499999947500001,True
71,2,2,0.89030474,0.99854916,0.88,0.10999999945000001,True
26,2,2,0.92050546,0.9985416,0.8846153846153846,0.114999999425,True
42,2,2,0.9006404,0.99850994,0.8888888888888888,0.1199999994,True
40,2,2,0.8426641,0.99850637,0.8928571428571429,0.124999999375,True
68,2,2,0.8987876,0.9984842,0.896551724137931,0.12999999935,True
59,2,2,0.86230636,0.9984775,0.9,0.134999999325,True
55,2,2,0.88423204,0.9984456,0.9032258064516129,0.1399999993,True
83,2,2,0.90895236,0.9983851,0.90625,0.144999999275,True
83,2,2,0.8188565,0.99838173,0.9090909090909091,0.14999999925000002,True
83,2,2,0.81182104,0.9983767,0.9117647058823529,0.15499999922500002,True
74,2,2,0.9273107,0.99837047,0.9142857142857143,0.1599999992,True
77,2,2,0.86091566,0.99835265,0.9166666666666666,0.164999999175,True
11,2,2,0.86220145,0.99833965,0.918918918918919,0.16999999915,True
27,2,2,0.9004137,0.9983328,0.9210526315789473,0.174999999125,True
36,2,2,0.84132457,0.99829787,0.9230769230769231,0.1799999991,True
79,2,2,0.7965343,0.9982753,0.9,0.1799999991,False
79,2,2,0.86163586,0.9982753,0.9024390243902439,0.184999999075,True
41,2,2,0.9279974,0.9982566,0.9047619047619048,0.18999999905,True
34,2,2,0.8519206,0.9982521,0.9069767441860465,0.194999999025,True
0,2,2,0.8170894,0.99821246,0.9090909090909091,0.199999999,True
5,2,2,0.86263794,0.9982039,0.9111111111111111,0.20499999897500001,True
7,2,2,0.9311913,0.99819535,0.9130434782608695,0.20999999895000002,True
20,2,2,0.8938685,0.9981828,0.9148936170212766,0.21499999892500002,True
20,2,2,0.9365071,0.99816716,0.9166666666666666,0.21999999890000002,True
34,2,2,0.8936533,0.9981135,0.9183673469387755,0.224999998875,True
13,2,2,0.95306545,0.9980742,0.92,0.22999999885,True
29,2,2,0.92643243,0.9980586,0.9215686274509803,0.234999998825,True
79,2,2,0.9156203,0.9980495,0.9230769230769231,0.2399999988,True
72,2,2,0.90135026,0.9980215,0.9245283018867925,0.244999998775,True
68,2,2,0.75155616,0.9980159,0.9074074074074074,0.244999998775,False
