image_id,real_class,pred_class,iou,score,precision,recall,TPorFP
5,2,2,0.8261588,0.9992229,1.0,0.0036496350231765146,True
4,2,2,0.96184075,0.9991285,1.0,0.007299270046353029,True
77,2,2,0.90842605,0.9990938,1.0,0.010948905069529544,True
47,2,2,0.9145504,0.99909127,1.0,0.014598540092706058,True
11,2,2,0.9336529,0.99904186,1.0,0.018248175115882573,True
50,2,2,0.0,0.9990243,0.8333333333333334,0.018248175115882573,False
11,2,2,0.8171883,0.9990125,0.8571428571428571,0.021897810139059087,True
72,2,2,0.93944246,0.9989827,0.875,0.025547445162235602,True
9,2,2,0.878784,0.9989077,0.8888888888888888,0.029197080185412116,True
27,2,2,0.8615933,0.99890006,0.9,0.03284671520858863,True
36,2,2,0.910852,0.99887246,0.9090909090909091,0.036496350231765146,True
74,2,2,0.8323318,0.9988411,0.9166666666666666,0.04014598525494166,True
27,2,2,0.88812405,0.9988381,0.9230769230769231,0.043795620278118175,True
54,2,2,0.9039015,0.9988111,0.9285714285714286,0.04744525530129469,True
85,2,2,0.8929562,0.9988018,0.9333333333333333,0.051094890324471204,True
50,2,2,0.96777153,0.99875915,0.9375,0.05474452534764772,True
22,2,2,0.86966825,0.99875546,0.9411764705882353,0.05839416037082423,True
25,2,2,0.7914358,0.9987042,0.9444444444444444,0.06204379539400075,True
50,2,2,0.9407058,0.99870133,0.9473684210526315,0.06569343041717726,True
34,2,2,0.67528975,0.9986965,0.9,0.06569343041717726,False
45,2,2,0.9310019,0.99862087,0.9047619047619048,0.06934306544035378,True
67,2,2,0.8654763,0.9986105,0.9090909090909091,0.07299270046353029,True
64,2,2,0.9304243,0.9985964,0.9130434782608695,0.0766423354867068,True
38,2,2,0.91031927,0.99857736,0.9166666666666666,0.08029197050988332,True
71,2,2,0.89030474,0.99854916,0.92,0.08394160553305983,True
26,2,2,0.92050546,0.9985416,0.9230769230769231,0.08759124055623635,True
42,2,2,0.9006404,0.99850994,0.9259259259259259,0.09124087557941286,True
40,2,2,0.8426641,0.99850637,0.9285714285714286,0.09489051060258938,True
68,2,2,0.8987876,0.9984842,0.9310344827586207,0.0985401456257659,True
59,2,2,0.86230636,0.9984775,0.9333333333333333,0.10218978064894241,True
55,2,2,0.88423204,0.9984456,0.9354838709677419,0.10583941567211892,True
83,2,2,0.90895236,0.9983851,0.9375,0.10948905069529544,True
83,2,2,0.8188565,0.99838173,0.9393939393939394,0.11313868571847195,True
83,2,2,0.81182104,0.9983767,0.9411764705882353,0.11678832074164847,True
74,2,2,0.9273107,0.99837047,0.9428571428571428,0.12043795576482498,True
77,2,2,0.86091566,0.99835265,0.9444444444444444,0.1240875907880015,True
11,2,2,0.86220145,0.99833965,0.9459459459459459,0.127737225811178,True
27,2,2,0.9004137,0.9983328,0.9473684210526315,0.13138686083435452,True
36,2,2,0.84132457,0.99829787,0.9487179487179487,0.13503649585753102,True
79,2,2,0.7965343,0.9982753,0.95,0.13868613088070755,True
79,2,2,0.86163586,0.9982753,0.9512195121951219,0.14233576590388405,True
41,2,2,0.9279974,0.9982566,0.9523809523809523,0.14598540092706058,True
34,2,2,0.8519206,0.9982521,0.9534883720930233,0.14963503595023708,True
0,2,2,0.8170894,0.99821246,0.9545454545454546,0.1532846709734136,True
5,2,2,0.86263794,0.9982039,0.9555555555555556,0.1569343059965901,True
7,2,2,0.9311913,0.99819535,0.9565217391304348,0.16058394101976664,True
20,2,2,0.8938685,0.9981828,0.9574468085106383,0.16423357604294314,True
20,2,2,0.9365071,0.99816716,0.9583333333333334,0.16788321106611967,True
34,2,2,0.8936533,0.9981135,0.9591836734693877,0.17153284608929617,True
13,2,2,0.95306545,0.9980742,0.96,0.1751824811124727,True
29,2,2,0.92643243,0.9980586,0.9607843137254902,0.1788321161356492,True
79,2,2,0.9156203,0.9980495,0.9615384615384616,0.18248175115882573,True
72,2,2,0.90135026,0.9980215,0.9622641509433962,0.18613138618200223,True
68,2,2,0.75155616,0.9980159,0.9629629629629629,0.18978102120517876,True
34,2,2,0.89274716,0.9980081,0.9636363636363636,0.19343065622835526,True
76,2,2,0.8899801,0.9980014,0.9642857142857143,0.1970802912515318,True
25,2,2,0.8665236,0.99799985,0.9649122807017544,0.2007299262747083,True
81,2,2,0.9477002,0.99799454,0.9655172413793104,0.20437956129788482,True
59,2,2,0.88928735,0.99799025,0.9661016949152542,0.20802919632106132,True
36,2,2,0.8809978,0.99798167,0.9666666666666667,0.21167883134423784,True
3,2,2,0.9160314,0.99795306,0.9672131147540983,0.21532846636741435,True
63,2,2,0.9203389,0.9979115,0.967741935483871,0.21897810139059087,True
80,2,2,0.92879134,0.9979025,0.9682539682539683,0.22262773641376737,True
51,2,2,0.839041,0.9978759,0.96875,0.2262773714369439,True
13,2,2,0.8328602,0.99786747,0.9692307692307692,0.2299270064601204,True
21,2,2,0.8807942,0.99783844,0.9696969696969697,0.23357664148329693,True
29,2,2,0.9201671,0.9978331,0.9701492537313433,0.23722627650647343,True
30,2,2,0.84200716,0.9978161,0.9705882352941176,0.24087591152964996,True
36,2,2,0.84069127,0.9978097,0.9710144927536232,0.24452554655282646,True
12,2,2,0.8061177,0.99780923,0.9714285714285714,0.248175181576003,True
84,2,2,0.82578206,0.99778134,0.971830985915493,0.2518248165991795,True
52,2,2,0.9491849,0.9977701,0.9722222222222222,0.255474451622356,True
34,2,2,0.9164365,0.9977442,0.9726027397260274,0.25912408664553255,True
25,2,2,0.90749884,0.9977343,0.972972972972973,0.26277372166870905,True
36,2,2,0.85516375,0.997726,0.9733333333333334,0.26642335669188555,True
19,2,2,0.9319812,0.9977252,0.9736842105263158,0.27007299171506205,True
16,2,2,0.85500723,0.9977029,0.974025974025974,0.2737226267382386,True
27,2,2,0.8854151,0.9976956,0.9743589743589743,0.2773722617614151,True
62,2,2,0.86498606,0.99769104,0.9746835443037974,0.2810218967845916,True
27,2,2,0.8804501,0.9976203,0.975,0.2846715318077681,True
0,2,2,0.7565891,0.9976078,0.9753086419753086,0.28832116683094466,True
8,2,2,0.847065,0.9975751,0.975609756097561,0.29197080185412116,True
35,2,2,0.92031693,0.99753475,0.9759036144578314,0.29562043687729767,True
27,2,2,0.8240442,0.9974866,0.9761904761904762,0.29927007190047417,True
80,2,2,0.7414169,0.99747986,0.9764705882352941,0.3029197069236507,True
80,2,2,0.9295921,0.9974413,0.9767441860465116,0.3065693419468272,True
2,2,2,0.8265403,0.99741507,0.9770114942528736,0.3102189769700037,True
29,2,2,0.87519324,0.99738437,0.9772727272727273,0.3138686119931802,True
17,2,2,0.7858518,0.9973578,0.9775280898876404,0.3175182470163568,True
53,2,2,0.7846473,0.9973361,0.9777777777777777,0.3211678820395333,True
24,2,2,0.78576547,0.9973078,0.978021978021978,0.3248175170627098,True
29,2,2,0.8486032,0.99729306,0.9782608695652174,0.3284671520858863,True
79,2,2,0.82827246,0.9972785,0.978494623655914,0.33211678710906284,True
82,2,2,0.899031,0.99727315,0.9787234042553191,0.33576642213223934,True
69,2,2,0.8352343,0.99725395,0.9789473684210527,0.33941605715541584,True
27,2,2,0.8886908,0.9972416,0.9791666666666666,0.34306569217859234,True
85,2,2,0.88227075,0.99721044,0.979381443298969,0.3467153272017689,True
83,2,2,0.9416332,0.9971433,0.9795918367346939,0.3503649622249454,True
13,2,2,0.7663085,0.9970933,0.9797979797979798,0.3540145972481219,True
25,2,2,0.8572516,0.99709284,0.98,0.3576642322712984,True
25,2,2,0.8974804,0.9970515,0.9801980198019802,0.36131386729447496,True
42,2,2,0.9076022,0.9970477,0.9803921568627451,0.36496350231765146,True
56,2,2,0.88820106,0.99703974,0.9805825242718447,0.36861313734082796,True
79,2,2,0.64177567,0.99703825,0.9711538461538461,0.36861313734082796,False
17,2,2,0.8798626,0.99697864,0.9714285714285714,0.37226277236400446,True
17,2,2,0.88604504,0.9969784,0.9716981132075472,0.375912407387181,True
56,2,2,0.757141,0.9969662,0.9719626168224299,0.3795620424103575,True
1,2,2,0.76744854,0.99695325,0.9722222222222222,0.383211677433534,True
0,2,2,0.8214771,0.9969529,0.9724770642201835,0.3868613124567105,True
27,2,2,0.8884474,0.9969222,0.9727272727272728,0.39051094747988707,True
20,2,2,0.772704,0.9968039,0.972972972972973,0.3941605825030636,True
79,2,2,0.9077904,0.9967789,0.9732142857142857,0.3978102175262401,True
9,2,2,0.8494179,0.9967655,0.9734513274336283,0.4014598525494166,True
24,2,2,0.8285643,0.9967475,0.9736842105263158,0.40510948757259313,True
0,2,2,0.8531192,0.99673176,0.9739130434782609,0.40875912259576963,True
31,2,2,0.83556277,0.99672675,0.9741379310344828,0.41240875761894613,True
27,2,2,0.8699558,0.9966761,0.9743589743589743,0.41605839264212263,True
24,2,2,0.86732566,0.9966708,0.9745762711864406,0.4197080276652992,True
65,2,2,0.9178649,0.9966613,0.9747899159663865,0.4233576626884757,True
42,2,2,0.9362416,0.9966365,0.975,0.4270072977116522,True
9,2,2,0.9028177,0.99661237,0.9752066115702479,0.4306569327348287,True
39,2,2,0.83430415,0.9966017,0.9754098360655737,0.43430656775800525,True
27,2,2,0.84381056,0.99659854,0.975609756097561,0.43795620278118175,True
65,2,2,0.8048658,0.99659735,0.9758064516129032,0.44160583780435825,True
45,2,2,0.9056792,0.99657357,0.976,0.44525547282753475,True
83,2,2,0.84186554,0.996573,0.9761904761904762,0.4489051078507113,True
29,2,2,0.93699646,0.9965379,0.9763779527559056,0.4525547428738878,True
59,2,2,0.71899724,0.99653625,0.9765625,0.4562043778970643,True
24,2,2,0.82742846,0.9965276,0.9767441860465116,0.4598540129202408,True
57,2,2,0.84187484,0.9965126,0.9769230769230769,0.46350364794341736,True
57,2,2,0.86894757,0.99649256,0.9770992366412213,0.46715328296659386,True
50,2,2,0.8676761,0.99649066,0.9772727272727273,0.47080291798977036,True
48,2,2,0.9092786,0.99647635,0.9774436090225563,0.47445255301294686,True
1,2,2,0.7594595,0.9964395,0.9776119402985075,0.4781021880361234,True
55,2,2,0.9239789,0.996414,0.9777777777777777,0.4817518230592999,True
85,2,2,0.85623044,0.9964134,0.9779411764705882,0.4854014580824764,True
8,2,2,0.8918093,0.9963588,0.9781021897810219,0.4890510931056529,True
17,2,2,0.8671793,0.9963329,0.9782608695652174,0.4927007281288295,True
65,2,2,0.83105725,0.9963223,0.9784172661870504,0.496350363152006,True
0,2,2,0.8102551,0.9962656,0.9785714285714285,0.4999999981751825,True
74,2,2,0.9082984,0.99623835,0.9787234042553191,0.503649633198359,True
12,2,2,0.9392252,0.9962047,0.9788732394366197,0.5072992682215355,True
25,2,2,0.94773906,0.9961875,0.9790209790209791,0.510948903244712,True
7,2,2,0.89024913,0.9961755,0.9791666666666666,0.5145985382678886,True
20,2,2,0.8959615,0.9961701,0.9793103448275862,0.5182481732910651,True
27,2,2,0.85746574,0.99608564,0.9794520547945206,0.5218978083142416,True
11,2,2,0.9103625,0.99601954,0.9795918367346939,0.5255474433374181,True
29,2,2,0.6134434,0.9960075,0.972972972972973,0.5255474433374181,False
75,2,2,0.7467434,0.9959364,0.9731543624161074,0.5291970783605946,True
75,2,2,0.947106,0.99592566,0.9733333333333334,0.5328467133837711,True
65,2,2,0.89000285,0.99590623,0.9735099337748344,0.5364963484069476,True
85,2,2,0.80822104,0.995821,0.9736842105263158,0.5401459834301241,True
83,2,2,0.8765235,0.9957949,0.9738562091503268,0.5437956184533007,True
30,2,2,0.7067613,0.9952992,0.974025974025974,0.5474452534764772,True
31,2,2,0.88220626,0.99528545,0.9741935483870968,0.5510948884996537,True
0,2,2,0.7545541,0.995263,0.9743589743589743,0.5547445235228302,True
29,2,2,0.927759,0.9951616,0.9745222929936306,0.5583941585460067,True
17,2,2,0.7654943,0.9951515,0.9746835443037974,0.5620437935691832,True
27,2,2,0.8619427,0.9950911,0.9748427672955975,0.5656934285923597,True
24,2,2,0.745502,0.99506575,0.975,0.5693430636155362,True
65,2,2,0.8519832,0.99502987,0.9751552795031055,0.5729926986387128,True
75,2,2,0.77391016,0.9949529,0.9753086419753086,0.5766423336618893,True
31,2,2,0.7960662,0.99493223,0.9754601226993865,0.5802919686850658,True
0,2,2,0.76114476,0.9948655,0.975609756097561,0.5839416037082423,True
20,2,2,0.8198481,0.99473923,0.9757575757575757,0.5875912387314188,True
27,2,2,0.86587757,0.99469215,0.9759036144578314,0.5912408737545953,True
6,2,2,0.8734336,0.9944957,0.9760479041916168,0.5948905087777718,True
48,2,2,0.80772465,0.9944667,0.9761904761904762,0.5985401438009483,True
56,2,2,0.8507478,0.99442405,0.9763313609467456,0.6021897788241249,True
33,2,2,0.9090491,0.99440587,0.9764705882352941,0.6058394138473014,True
8,2,2,0.79570794,0.9943709,0.9766081871345029,0.609489048870478,True
0,2,2,0.66732514,0.9942872,0.9709302325581395,0.609489048870478,False
24,2,2,0.79269594,0.9941182,0.9710982658959537,0.6131386838936544,True
83,2,2,0.8271669,0.9940288,0.9712643678160919,0.616788318916831,True
46,2,2,0.8186026,0.99397886,0.9714285714285714,0.6204379539400074,True
83,2,2,0.9383651,0.993884,0.9715909090909091,0.624087588963184,True
70,2,2,0.80881035,0.9938257,0.9717514124293786,0.6277372239863604,True
85,2,2,0.79929024,0.9937236,0.9719101123595506,0.6313868590095371,True
0,2,2,0.7798728,0.9936899,0.9720670391061452,0.6350364940327136,True
13,2,2,0.7615993,0.99363446,0.9722222222222222,0.6386861290558901,True
17,2,2,0.8212583,0.9935714,0.9723756906077348,0.6423357640790666,True
58,2,2,0.9721728,0.99351877,0.9725274725274725,0.6459853991022431,True
66,2,2,0.7340377,0.99332726,0.9726775956284153,0.6496350341254196,True
23,2,2,0.5744899,0.9932989,0.967391304347826,0.6496350341254196,False
23,2,2,0.8131253,0.99329764,0.9675675675675676,0.6532846691485961,True
78,2,2,0.9588216,0.99301857,0.967741935483871,0.6569343041717726,True
74,2,2,0.76472807,0.99299556,0.9679144385026738,0.6605839391949492,True
80,2,2,0.88274044,0.9929721,0.9680851063829787,0.6642335742181257,True
46,2,2,0.0,0.99292165,0.9629629629629629,0.6642335742181257,False
29,2,2,0.93220186,0.9928653,0.9631578947368421,0.6678832092413022,True
31,2,2,0.8235676,0.9926963,0.9633507853403142,0.6715328442644787,True
2,2,2,0.77672297,0.9925498,0.9635416666666666,0.6751824792876552,True
1,2,2,0.80492127,0.9924198,0.9637305699481865,0.6788321143108317,True
83,2,2,0.7594946,0.9923395,0.9639175257731959,0.6824817493340082,True
10,2,2,0.81576157,0.9921246,0.9641025641025641,0.6861313843571847,True
43,1,1,0.97241795,0.99201536,1.0,0.030303029384756687,True
14,1,1,0.922894,0.99191535,1.0,0.060606058769513374,True
27,2,2,0.7368784,0.9918777,0.9642857142857143,0.6897810193803613,True
23,2,2,0.68942934,0.9918065,0.9593908629441624,0.6897810193803613,False
85,2,2,0.47841847,0.99175125,0.9545454545454546,0.6897810193803613,False
