image_id,real_class,pred_class,iou,score,precision,recall,TPorFP
5,2,2,0.8261588,0.9992229,0.0,0.0,False
4,2,2,0.96184075,0.9991285,0.5,0.199999960000008,True
77,2,2,0.90842605,0.9990938,0.3333333333333333,0.199999960000008,False
47,2,2,0.9145504,0.99909127,0.25,0.199999960000008,False
11,2,2,0.9336529,0.99904186,0.2,0.199999960000008,False
50,2,2,0.0,0.9990243,0.16666666666666666,0.199999960000008,False
11,2,2,0.8171883,0.9990125,0.14285714285714285,0.199999960000008,False
72,2,2,0.93944246,0.9989827,0.125,0.199999960000008,False
9,2,2,0.878784,0.9989077,0.1111111111111111,0.199999960000008,False
27,2,2,0.8615933,0.99890006,0.1,0.199999960000008,False
36,2,2,0.910852,0.99887246,0.09090909090909091,0.199999960000008,False
74,2,2,0.8323318,0.9988411,0.08333333333333333,0.199999960000008,False
27,2,2,0.88812405,0.9988381,0.07692307692307693,0.199999960000008,False
54,2,2,0.9039015,0.9988111,0.07142857142857142,0.199999960000008,False
85,2,2,0.8929562,0.9988018,0.06666666666666667,0.199999960000008,False
50,2,2,0.96777153,0.99875915,0.125,0.399999920000016,True
22,2,2,0.86966825,0.99875546,0.11764705882352941,0.399999920000016,False
25,2,2,0.7914358,0.9987042,0.1111111111111111,0.399999920000016,False
50,2,2,0.9407058,0.99870133,0.10526315789473684,0.399999920000016,False
34,2,2,0.67528975,0.9986965,0.1,0.399999920000016,False
45,2,2,0.9310019,0.99862087,0.09523809523809523,0.399999920000016,False
67,2,2,0.8654763,0.9986105,0.09090909090909091,0.399999920000016,False
64,2,2,0.9304243,0.9985964,0.08695652173913043,0.399999920000016,False
38,2,2,0.91031927,0.99857736,0.08333333333333333,0.399999920000016,False
71,2,2,0.89030474,0.99854916,0.08,0.399999920000016,False
26,2,2,0.92050546,0.9985416,0.07692307692307693,0.399999920000016,False
42,2,2,0.9006404,0.99850994,0.07407407407407407,0.399999920000016,False
40,2,2,0.8426641,0.99850637,0.07142857142857142,0.399999920000016,False
68,2,2,0.8987876,0.9984842,0.06896551724137931,0.399999920000016,False
59,2,2,0.86230636,0.9984775,0.06666666666666667,0.399999920000016,False
55,2,2,0.88423204,0.9984456,0.06451612903225806,0.399999920000016,False
83,2,2,0.90895236,0.9983851,0.0625,0.399999920000016,False
83,2,2,0.8188565,0.99838173,0.06060606060606061,0.399999920000016,False
83,2,2,0.81182104,0.9983767,0.058823529411764705,0.399999920000016,False
74,2,2,0.9273107,0.99837047,0.05714285714285714,0.399999920000016,False
77,2,2,0.86091566,0.99835265,0.05555555555555555,0.399999920000016,False
11,2,2,0.86220145,0.99833965,0.05405405405405406,0.399999920000016,False
27,2,2,0.9004137,0.9983328,0.05263157894736842,0.399999920000016,False
36,2,2,0.84132457,0.99829787,0.05128205128205128,0.399999920000016,False
79,2,2,0.7965343,0.9982753,0.05,0.399999920000016,False
79,2,2,0.86163586,0.9982753,0.04878048780487805,0.399999920000016,False
41,2,2,0.9279974,0.9982566,0.047619047619047616,0.399999920000016,False
34,2,2,0.8519206,0.9982521,0.046511627906976744,0.399999920000016,False
0,2,2,0.8170894,0.99821246,0.045454545454545456,0.399999920000016,False
5,2,2,0.86263794,0.9982039,0.044444444444444446,0.399999920000016,False
7,2,2,0.9311913,0.99819535,0.043478260869565216,0.399999920000016,False
20,2,2,0.8938685,0.9981828,0.0425531914893617,0.399999920000016,False
20,2,2,0.9365071,0.99816716,0.041666666666666664,0.399999920000016,False
34,2,2,0.8936533,0.9981135,0.04081632653061224,0.399999920000016,False
13,2,2,0.95306545,0.9980742,0.06,0.599999880000024,True
29,2,2,0.92643243,0.9980586,0.058823529411764705,0.599999880000024,False
79,2,2,0.9156203,0.9980495,0.057692307692307696,0.599999880000024,False
72,2,2,0.90135026,0.9980215,0.05660377358490566,0.599999880000024,False
68,2,2,0.75155616,0.9980159,0.05555555555555555,0.599999880000024,False
34,2,2,0.89274716,0.9980081,0.05454545454545454,0.599999880000024,False
76,2,2,0.8899801,0.9980014,0.05357142857142857,0.599999880000024,False
25,2,2,0.8665236,0.99799985,0.05263157894736842,0.599999880000024,False
81,2,2,0.9477002,0.99799454,0.05172413793103448,0.599999880000024,False
59,2,2,0.88928735,0.99799025,0.05084745762711865,0.599999880000024,False
36,2,2,0.8809978,0.99798167,0.05,0.599999880000024,False
3,2,2,0.9160314,0.99795306,0.04918032786885246,0.599999880000024,False
63,2,2,0.9203389,0.9979115,0.04838709677419355,0.599999880000024,False
80,2,2,0.92879134,0.9979025,0.047619047619047616,0.599999880000024,False
51,2,2,0.839041,0.9978759,0.046875,0.599999880000024,False
13,2,2,0.8328602,0.99786747,0.046153846153846156,0.599999880000024,False
21,2,2,0.8807942,0.99783844,0.045454545454545456,0.599999880000024,False
29,2,2,0.9201671,0.9978331,0.04477611940298507,0.599999880000024,False
30,2,2,0.84200716,0.9978161,0.04411764705882353,0.599999880000024,False
36,2,2,0.84069127,0.9978097,0.043478260869565216,0.599999880000024,False
12,2,2,0.8061177,0.99780923,0.04285714285714286,0.599999880000024,False
84,2,2,0.82578206,0.99778134,0.04225352112676056,0.599999880000024,False
52,2,2,0.9491849,0.9977701,0.041666666666666664,0.599999880000024,False
34,2,2,0.9164365,0.9977442,0.0410958904109589,0.599999880000024,False
25,2,2,0.90749884,0.9977343,0.04054054054054054,0.599999880000024,False
36,2,2,0.85516375,0.997726,0.04,0.599999880000024,False
19,2,2,0.9319812,0.9977252,0.039473684210526314,0.599999880000024,False
