image_id,real_class,pred_class,iou,score,precision,recall,TP/FP
74,2,2,0.79823166,0.9992447,0.0,0.0,FP
47,2,2,0.94005245,0.99915123,0.5,0.007575757518365474,TP
3,2,2,0.85782474,0.99915004,0.6666666666666666,0.015151515036730947,TP
4,2,2,0.96222806,0.99914694,0.75,0.02272727255509642,TP
76,2,2,0.8691693,0.99914515,0.8,0.030303030073461894,TP
78,2,2,0.9072039,0.9990656,0.8333333333333334,0.03787878759182737,TP
2,2,2,0.82697344,0.9990157,0.7142857142857143,0.03787878759182737,FP
26,2,2,0.91372854,0.9990061,0.75,0.04545454511019284,TP
19,2,2,0.8036483,0.9989538,0.6666666666666666,0.04545454511019284,FP
40,2,2,0.8787527,0.9989385,0.7,0.05303030262855832,TP
21,2,2,0.8655019,0.99890816,0.7272727272727273,0.06060606014692379,TP
16,2,2,0.8672175,0.9989065,0.75,0.06818181766528926,TP
25,2,2,0.7992591,0.9988788,0.6923076923076923,0.06818181766528926,FP
36,2,2,0.86291754,0.99886644,0.7142857142857143,0.07575757518365474,TP
42,2,2,0.90081394,0.99885654,0.7333333333333333,0.0833333327020202,TP
50,2,2,0.0,0.9988403,0.6875,0.0833333327020202,FP
11,2,2,0.8691163,0.9988323,0.7058823529411765,0.09090909022038568,TP
72,2,2,0.7944714,0.99883085,0.6666666666666666,0.09090909022038568,FP
29,2,2,0.8641617,0.9988275,0.6842105263157895,0.09848484773875116,TP
35,2,2,0.89275056,0.99881005,0.7,0.10606060525711664,TP
72,2,2,0.90497994,0.99879897,0.7142857142857143,0.1136363627754821,TP
27,2,2,0.88462555,0.99878126,0.7272727272727273,0.12121212029384758,TP
0,2,2,0.80985504,0.99878067,0.6956521739130435,0.12121212029384758,FP
79,2,2,0.87111163,0.9987577,0.7083333333333334,0.12878787781221304,TP
64,2,2,0.9423793,0.9987274,0.72,0.13636363533057852,TP
81,2,2,0.7974932,0.99870086,0.6923076923076923,0.13636363533057852,FP
80,2,2,0.7952415,0.9986998,0.6666666666666666,0.13636363533057852,FP
2,2,2,0.8419847,0.99869114,0.6428571428571429,0.13636363533057852,FP
20,2,2,0.86043745,0.99868363,0.6551724137931034,0.143939392848944,TP
71,2,2,0.9192349,0.998635,0.6666666666666666,0.15151515036730948,TP
54,2,2,0.83935225,0.99858224,0.6451612903225806,0.15151515036730948,FP
50,2,2,0.9106538,0.998577,0.65625,0.15909090788567495,TP
34,2,2,0.94667464,0.99851865,0.6666666666666666,0.1666666654040404,TP
29,2,2,0.9524133,0.9984909,0.6764705882352942,0.17424242292240588,TP
20,2,2,0.91640455,0.9984817,0.6857142857142857,0.18181818044077136,TP
77,2,2,0.84051836,0.9984523,0.6666666666666666,0.18181818044077136,FP
80,2,2,0.9257185,0.9984394,0.6756756756756757,0.18939393795913684,TP
25,2,2,0.8713944,0.9983706,0.6842105263157895,0.19696969547750232,TP
24,2,2,0.7341112,0.9983429,0.6666666666666666,0.19696969547750232,FP
7,2,2,0.85160697,0.9983175,0.675,0.2045454529958678,TP
0,2,2,0.80369055,0.9983138,0.6585365853658537,0.2045454529958678,FP
50,2,2,0.8459511,0.9982907,0.6428571428571429,0.2045454529958678,FP
15,2,2,0.7550872,0.9982615,0.627906976744186,0.2045454529958678,FP
11,2,2,0.87100416,0.99826103,0.6363636363636364,0.21212121051423327,TP
59,2,2,0.9388233,0.99814415,0.6444444444444445,0.21969696803259872,TP
8,2,2,0.85074526,0.99809176,0.6521739130434783,0.2272727255509642,TP
11,2,2,0.7878947,0.9980782,0.6382978723404256,0.2272727255509642,FP
55,2,2,0.94081396,0.99807465,0.6458333333333334,0.23484848306932968,TP
36,2,2,0.9237556,0.998058,0.6530612244897959,0.24242424058769516,TP
74,2,2,0.98114514,0.99805355,0.66,0.24999999810606063,TP
57,2,2,0.8316724,0.99802244,0.6470588235294118,0.24999999810606063,FP
80,2,2,0.92374927,0.998018,0.6538461538461539,0.2575757556244261,TP
41,2,2,0.8955922,0.99797374,0.660377358490566,0.26515151314279156,TP
75,2,2,0.65760654,0.9979692,0.6481481481481481,0.26515151314279156,FP
34,2,2,0.79854274,0.9979631,0.6363636363636364,0.26515151314279156,FP
34,2,2,0.7053877,0.9979418,0.625,0.26515151314279156,FP
29,2,2,0.89571303,0.99793637,0.631578947368421,0.27272727066115704,TP
85,2,2,0.87867,0.99792093,0.6379310344827587,0.2803030281795225,TP
38,2,2,0.9482715,0.99792045,0.6440677966101694,0.287878785697888,TP
13,2,2,0.86387885,0.99791116,0.65,0.2954545432162535,TP
52,2,2,0.87951815,0.99790275,0.6557377049180327,0.30303030073461895,TP
45,2,2,0.9038601,0.9978278,0.6612903225806451,0.31060605825298443,TP
53,2,2,0.7728686,0.99781007,0.6507936507936508,0.31060605825298443,FP
5,2,2,0.64798623,0.99779594,0.640625,0.31060605825298443,FP
65,2,2,0.8616205,0.9977842,0.6461538461538462,0.3181818157713499,TP
56,2,2,0.8043253,0.9977804,0.6363636363636364,0.3181818157713499,FP
22,2,2,0.85302013,0.997764,0.6417910447761194,0.3257575732897154,TP
77,1,1,0.8900286,0.99768555,1.0,0.09999999000000101,TP
9,2,2,0.8674716,0.9976509,0.6470588235294118,0.3333333308080808,TP
25,2,2,0.8991154,0.99763966,0.6521739130434783,0.3409090883264463,TP
30,2,2,0.74229044,0.99763453,0.6428571428571429,0.3409090883264463,FP
79,2,2,0.8051094,0.9976138,0.6338028169014085,0.3409090883264463,FP
1,2,2,0.93482316,0.99761164,0.6388888888888888,0.34848484584481176,TP
13,2,2,0.8817124,0.9975967,0.6438356164383562,0.35606060336317724,TP
33,2,2,0.9017322,0.9975375,0.6486486486486487,0.3636363608815427,TP
6,2,2,0.9007277,0.9975163,0.6533333333333333,0.3712121183999082,TP
22,2,2,0.9031883,0.9975095,0.6578947368421053,0.3787878759182737,TP
27,2,2,0.90814555,0.9975077,0.6623376623376623,0.38636363343663915,TP
55,2,2,0.916175,0.9974837,0.6666666666666666,0.39393939095500463,TP
45,2,2,0.88262814,0.9974407,0.6708860759493671,0.4015151484733701,TP
20,2,2,0.79562163,0.997436,0.6625,0.4015151484733701,FP
23,2,2,0.87041193,0.9973949,0.6666666666666666,0.4090909059917356,TP
75,2,2,0.9149855,0.99738806,0.6707317073170732,0.41666666351010107,TP
9,2,2,0.9029406,0.997378,0.6746987951807228,0.42424242102846654,TP
0,2,2,0.86945164,0.99736696,0.6785714285714286,0.43181817854683197,TP
13,2,2,0.7176005,0.99736387,0.6705882352941176,0.43181817854683197,FP
24,2,2,0.8259305,0.9972851,0.6627906976744186,0.43181817854683197,FP
1,2,2,0.81355834,0.99725854,0.6551724137931034,0.43181817854683197,FP
74,2,2,0.85822445,0.99724066,0.6590909090909091,0.43939393606519744,TP
27,2,2,0.8520136,0.99723697,0.6629213483146067,0.4469696935835629,TP
27,2,2,0.8139504,0.9972258,0.6555555555555556,0.4469696935835629,FP
39,2,2,0.64617103,0.99721587,0.6483516483516484,0.4469696935835629,FP
17,2,2,0.7916649,0.99718624,0.6413043478260869,0.4469696935835629,FP
55,2,2,0.7093157,0.9971842,0.6344086021505376,0.4469696935835629,FP
36,2,2,0.85910517,0.9971609,0.6382978723404256,0.4545454511019284,TP
77,2,2,0.7857739,0.9971385,0.631578947368421,0.4545454511019284,FP
65,2,2,0.8619826,0.9970867,0.6354166666666666,0.4621212086202939,TP
8,2,2,0.7944043,0.9970796,0.6288659793814433,0.4621212086202939,FP
46,2,2,0.0,0.99706596,0.6224489795918368,0.4621212086202939,FP
36,2,2,0.9593617,0.99706405,0.6262626262626263,0.46969696613865936,TP
42,2,2,0.93629324,0.9970458,0.63,0.47727272365702483,TP
25,2,2,0.87174916,0.99704534,0.6336633663366337,0.4848484811753903,TP
80,2,2,0.8908921,0.9970299,0.6372549019607843,0.4924242386937558,TP
82,2,2,0.76179916,0.99699366,0.6310679611650486,0.4924242386937558,FP
29,2,2,0.911548,0.996983,0.6346153846153846,0.49999999621212127,TP
27,2,2,0.8649773,0.99698037,0.638095238095238,0.5075757537304867,TP
29,2,2,0.90549916,0.9969599,0.6415094339622641,0.5151515112488522,TP
17,2,2,0.8555106,0.9969319,0.6448598130841121,0.5227272687672176,TP
7,2,2,0.89987135,0.99689865,0.6481481481481481,0.5303030262855831,TP
85,2,2,0.76260513,0.99689794,0.6422018348623854,0.5303030262855831,FP
25,2,2,0.95220155,0.99688846,0.6454545454545455,0.5378787838039486,TP
34,2,2,0.96054024,0.9968772,0.6486486486486487,0.5454545413223141,TP
